,GAME_ID,Team_Home,Team_Away,H_Team_Elo_Before,A_Team_Elo_Before,H_Team_Elo_After,A_Team_Elo_After
59,21700550,NYK,SAS,1494.3264371908442,1505.6089478937547,1483.0916998412677,1516.8436852433313
60,21700552,SAC,CHA,1508.8811516990795,1479.3299144846096,1487.4690938004442,1500.741972383245
61,21700551,PHX,ATL,1489.1768107072967,1518.047999815804,1492.8385200688717,1514.3862904542289
62,21700553,LAC,MEM,1519.0930177852651,1506.5439049331733,1526.0101069042569,1499.6268158141816
63,21800558,BOS,MIN,1494.4757748995726,1483.9766153008536,1503.8937350639353,1474.5586551364909
64,21800557,BKN,NOP,1489.470287053233,1497.9400810845616,1495.3335961005357,1492.076772037259
65,21800555,CLE,MIA,1522.5404145813957,1495.8350853865022,1497.6860299516413,1520.6894700162566
66,21800554,CHA,DAL,1501.8064792874338,1493.743061120352,1469.9124834935178,1525.637056914268
67,21800559,CHI,ORL,1505.5127144178198,1509.5009446781212,1480.9458215086152,1534.0678375873258
68,21800561,PHX,PHI,1495.8788900516538,1491.150812211774,1487.3378516016533,1499.6918506617747
69,21800560,MEM,DET,1500.9701118606363,1498.573714528858,1490.833059760699,1508.7107666287955
70,21800562,LAL,OKC,1508.524735954609,1508.7894468694367,1498.4711312192233,1518.8430516048224
71,21800556,WAS,ATL,1498.4388788589192,1512.0397178406715,1510.4048041396525,1500.0737925599383
72,21900512,MIN,GSW,1482.1689913523683,1508.9703101906175,1494.2645491191306,1496.8747524238552
73,21900514,SAS,OKC,1513.8827639324984,1515.3822887036167,1504.6773699105554,1524.5876827255597
74,21900515,SAC,MEM,1491.8518203503331,1494.3747948205241,1497.570427627862,1488.6561875429952
75,21900510,MIA,TOR,1516.7671025121924,1517.980691750597,1524.1042579449254,1510.6435363178641
76,21900511,CHI,UTA,1486.9593661314614,1513.585674036343,1480.0153852917986,1520.529654876006
77,21900516,LAC,DET,1520.7575801781927,1507.7830749715965,1530.538223977615,1498.0024311721743
78,21900508,CLE,CHA,1499.514522463731,1478.6843626201385,1492.3911056656968,1485.8077794181727
79,21900513,DAL,BKN,1520.477792685701,1497.7501970754017,1528.957163416827,1489.2708263442757
80,21900509,IND,DEN,1514.5279406980724,1501.0533139811866,1503.2109704961804,1512.3702841830786
81,22000081,ORL,OKC,1526.8008781904944,1519.6907620441698,1514.9005076260007,1531.5911326086634
82,22000079,HOU,SAC,1496.7466334042497,1499.4278207208965,1504.1294592162185,1492.0449949089277
83,22000084,NOP,TOR,1495.3075790279443,1509.232652238398,1500.6977796932342,1503.842451573108
84,22000080,IND,NYK,1503.6582278721353,1488.5687748809507,1495.7367588327024,1496.4902439203836
85,22000083,ATL,CLE,1501.3053444199536,1495.5433292492726,1492.7371012299625,1504.1115724392637
86,22000082,PHI,CHA,1501.018887996331,1490.6058345636295,1511.3712717495393,1480.253450810421
87,22100545,TOR,NYK,1504.1318386798312,1498.6176829402878,1514.7046377824,1488.044883837719
88,22100550,OKC,DAL,1524.9433494564976,1522.9678725626202,1513.229750654316,1534.6814713648018
89,22100548,SAC,MIA,1495.2837461816957,1519.328193458694,1499.5764420233745,1515.0354976170152
90,22100551,LAL,MIN,1500.1033484144175,1496.948411839348,1505.6857774529713,1491.3659828007942
91,22100546,BOS,ORL,1504.1703012979515,1512.4253807195005,1510.0283491938703,1506.5673328235814
92,22100549,CHA,PHX,1486.4400881078159,1491.75338870124,1458.2555733714096,1519.9379034376464
93,22100547,CLE,IND,1504.3336793294477,1498.0525691245268,1509.283881929967,1493.1023665240075
94,21500509,DEN,POR,1510.527713137309,1506.908539711916,1501.1747829379055,1516.2614699113196
95,21500507,TOR,CHI,1512.2784783368,1486.261538968849,1506.0270651565659,1492.512952149083
96,21500510,LAL,PHX,1505.5143330897286,1516.2034275782348,1519.2887772731935,1502.4289833947698
97,21500506,NYK,ATL,1492.2836628782893,1495.8028259224718,1502.7791663566331,1485.307322444128
98,21500508,WAS,MIA,1509.0536031047393,1512.5266232127615,1488.3371316484172,1533.2430946690836
99,21600523,DET,IND,1499.7518233791307,1496.0767748930057,1491.2384713085291,1504.5901269636072
100,21600525,SAS,TOR,1504.7580274329166,1505.7702988674243,1521.5511987156256,1488.9771275847154
101,21600522,BOS,UTA,1508.7712618954029,1516.6472411570044,1517.9228116575875,1507.4956913948197
102,21600526,DEN,SAC,1502.1310872034292,1500.9323315175309,1492.0316115329026,1511.0318071880574
103,21600527,PHX,MIA,1503.0717375460774,1526.1823210018126,1511.686619628161,1517.567438919729
104,21600521,PHI,MIN,1509.7784538121546,1494.7744871005957,1513.4205842491472,1491.132356663603
105,21600528,LAL,MEM,1515.716582954895,1492.7421406572464,1525.078768569303,1483.3799550428384
106,21600524,DAL,WAS,1527.2611035236014,1492.502848736313,1533.5324149943524,1486.2315372655619
107,21700565,LAL,OKC,1520.0590764269773,1511.1723129907368,1488.7102515701363,1542.5211378475778
108,21700563,DEN,PHX,1495.273708649677,1510.0149647211208,1510.7252384336769,1494.563434937121
109,21700557,BKN,MIN,1493.2031197582069,1494.5992674977024,1496.471986108029,1491.3304011478804
110,21700556,WAS,NYK,1490.9236529491714,1503.3343747674749,1503.8232355508787,1490.4347921657675
111,21700560,CHI,TOR,1495.6347141118122,1492.9828456885366,1483.8965513605153,1504.7210084398334
112,21700555,PHI,SAS,1511.3154381868603,1517.413399036719,1517.6943992216695,1511.0344380019098
113,21700564,UTA,NOP,1506.8717685461147,1501.7733347699257,1494.262541366078,1514.3825619499623
114,21700558,MIA,DET,1514.4255791897967,1494.6788534813968,1520.6368665346681,1488.4675661365254
115,21700559,BOS,CLE,1514.6921087431906,1508.2129114474753,1524.750643083622,1498.154377107044
116,21700562,DAL,GSW,1526.3993112457642,1498.9060643178914,1519.1349634846422,1506.1704120790134
117,21700561,MIL,IND,1527.9419435319369,1504.6925952227054,1540.2633607980242,1492.371177956618
118,21700554,ORL,HOU,1506.175499617686,1504.3470944121639,1487.855613361132,1522.6669806687178
119,21800564,SAC,DEN,1509.523855391043,1509.2939288252576,1501.9543201656236,1516.863464050677
120,21800563,SAS,TOR,1509.5258285014324,1504.790756329875,1521.5262228027725,1492.790362028535
121,21800565,GSW,HOU,1505.87780905926,1518.2502355015383,1501.2289049634694,1522.899139597329
122,21900517,BOS,ATL,1519.8129823127165,1490.230491833096,1523.7650142783614,1486.2784598674511
123,21900518,ORL,MIA,1492.1417100208491,1516.727649901001,1506.7262149580888,1502.1431449637614
124,21900520,HOU,PHI,1518.4243546979967,1514.5207994162522,1526.6301032819908,1506.315050832258
125,21900522,LAL,NOP,1492.7826886776022,1512.0369214624718,1501.8236868207337,1502.9959233193404
126,21900519,WAS,POR,1504.117426663159,1513.4461024334896,1485.7578384337685,1531.8056906628801
127,21900521,PHX,NYK,1497.1725762028407,1494.0760941243257,1504.3765753164807,1486.8720950106856
128,22000091,PHX,LAC,1504.5324314873606,1524.153667983211,1496.6256720483723,1532.0604274221994
129,22000087,MEM,LAL,1488.7849662821288,1502.6177651155504,1474.0609826438304,1517.3417487538488
130,22000085,DET,BOS,1492.600674602394,1519.073760708771,1487.2927291067979,1524.3817062043672
131,22000090,CHI,DAL,1489.1724135203865,1515.6012226134817,1498.4815238413069,1506.2921122925613
132,22000089,SAS,UTA,1517.3946671020794,1496.9469060245585,1495.8249762687476,1518.5165968578904
133,22000088,MIN,DEN,1494.7478008609103,1513.8975980380078,1479.5978387367988,1529.047560162119
134,22000092,GSW,POR,1502.171678722602,1525.1042679971602,1514.0788219263857,1513.1971247933766
135,22000086,BKN,WAS,1498.6039895810218,1490.5683788253264,1493.6484272661771,1495.523941140171
136,22100560,POR,ATL,1511.1478435950326,1490.9588449005882,1516.3335863951877,1485.773102100433
137,22100559,GSW,MIA,1511.8091164447892,1502.8573587228211,1518.3187946280027,1496.3476805396076
138,22100558,DAL,DEN,1505.969084219421,1523.0356701215892,1517.0740620283102,1511.9306923126999
139,22100555,CHI,ORL,1500.1111428809802,1506.2946612185665,1505.3301793779874,1501.0756247215593
140,22100553,WAS,CHA,1497.8929558551283,1458.2555733714096,1501.670520508779,1454.478008717759
141,22100552,PHI,HOU,1505.9862881241936,1521.222577461493,1520.0229349493682,1507.1859306363185
142,22100554,BKN,MEM,1496.4863204496328,1481.7957369828728,1480.3959628869484,1497.8860945455572
143,22100557,NOP,UTA,1503.4969424895053,1515.1374476434178,1490.8022246846674,1527.8321654482556
144,22100556,MIL,DET,1531.4475205985182,1491.7195468300984,1518.3468687533596,1504.820198675257
145,22100561,LAC,MIN,1525.2953205666495,1485.9483790525992,1504.8188793803326,1506.424820238916
146,21500519,POR,MEM,1513.5001897963907,1499.6645709091679,1498.2109924117558,1514.9537682938028
147,21500516,MIL,SAS,1515.0101515650197,1498.1187322015608,1490.866659041905,1522.2622247246754
148,21500511,CLE,TOR,1499.865782830283,1495.8427715214011,1513.7044394879986,1482.0041148636856
149,21500514,DET,ORL,1504.8651490064426,1502.0567185411694,1520.529461150405,1486.392406397207
150,21500515,MIA,IND,1498.5107604047057,1495.5283834674635,1502.9488068177145,1491.0903370544547
151,21500512,PHI,MIN,1516.267201212026,1506.068615179187,1524.2541183868389,1498.0816980043742
152,21500520,GSW,CHA,1514.989095971002,1467.1085065383193,1521.7428172012562,1460.354785308065
153,21500518,UTA,HOU,1522.1241240861918,1506.639447977239,1516.0648752087682,1512.6986968546626
154,21500513,BKN,BOS,1486.5469721652112,1519.5362796532754,1476.0839899433586,1529.999261875128
155,21500517,OKC,SAC,1533.1408533856834,1502.7157401242177,1517.8915674935668,1517.9650260163344
156,21600531,NYK,MIL,1491.4040712580143,1494.3999942814287,1486.6148828886066,1499.1891826508363
157,21600532,CLE,CHI,1511.528329615999,1505.2476345334906,1497.338265077003,1519.4376990724866
158,21600530,ORL,ATL,1491.0443047979052,1490.579826575325,1472.1101520717177,1509.5139793015123
159,21600533,LAC,MEM,1504.8641595352494,1512.4653262203522,1512.9446490941768,1504.3848366614247
160,21600534,GSW,POR,1517.5571129009422,1499.9082443088168,1524.3223717945737,1493.1429854151854
161,21600535,SAC,MIA,1514.7237695122508,1503.461605113286,1506.0104795574805,1512.1748950680562
162,21600529,CHA,OKC,1471.5160889810486,1514.668675620175,1482.074263424234,1504.1105011769896
163,21700566,HOU,GSW,1510.774022640997,1519.4917788459302,1498.6980165125012,1531.5677849744259
164,21700567,LAC,OKC,1510.9584868206325,1504.3328758827422,1498.2899791013956,1517.0013836019791
165,21800571,MIN,ORL,1499.8112735032805,1480.3326140537883,1510.63847086543,1469.5054166916389
166,21800572,MIL,ATL,1500.6418869881272,1508.3854844761343,1519.679217323076,1489.3481541411854
167,21800574,LAL,NYK,1514.2563115653866,1491.2111621664549,1503.4665753295874,1502.000898402254
168,21800575,POR,OKC,1496.107239061389,1514.0010377014844,1490.647862616308,1519.4604141465654
169,21800567,CLE,UTA,1499.2536988077522,1513.2986564065761,1476.6963440213206,1535.8560111930078
170,21800566,BOS,DAL,1523.7494464063461,1514.0555465212326,1536.8213621979312,1500.9836307296475
171,21800570,MEM,BKN,1504.5386274960686,1483.312992457519,1492.1214998179355,1495.730120135652
172,21800569,CHI,IND,1515.8282743043649,1494.567752790841,1508.6957705341008,1501.700256561105
173,21800573,PHX,LAC,1498.7192540362792,1499.9674843260468,1486.3556807581137,1512.3310576042122
174,21800568,MIA,WAS,1510.3811713010423,1502.5028903815842,1516.3923547034913,1496.4917069791352
175,21900530,DAL,CHA,1501.9877230472357,1487.8056975681754,1495.0043876847196,1494.7890329306915
176,21900532,GSW,DET,1524.9258387308194,1516.6470958628038,1514.6037523993746,1526.9691821942486
177,21900523,LAC,MEM,1510.4982932031592,1495.3411248634516,1485.7961832094259,1520.0432348571849
178,21900526,ATL,IND,1493.261115605889,1502.5251924208287,1499.143910643026,1496.6423973836918
179,21900528,WAS,DEN,1498.6187802343513,1510.198019234525,1509.4745169891607,1499.3422824797155
180,21900529,CHI,BOS,1507.7718279005755,1528.8660216484484,1498.3651150776923,1538.2727344713317
181,21900524,BKN,TOR,1498.047590101739,1487.7530861477642,1478.532409055391,1507.268267194112
182,21900533,SAC,NOP,1505.7578596681103,1494.3516685135005,1499.7726990374574,1500.3368291441534
183,21900525,ORL,UTA,1478.3790625187291,1528.142008394756,1465.9436116812506,1540.5774592322346
184,21900527,CLE,OKC,1483.7722580159905,1515.8453106099241,1469.2556784553321,1530.3618901705825
185,21900531,MIL,SAS,1516.009412992307,1517.9466685435066,1523.8996177048568,1510.0564638309568
186,22000094,PHI,CHA,1519.4405887901291,1497.3417746980185,1530.1438803656392,1486.6384831225084
187,22000096,MIA,OKC,1513.5442660276185,1524.021417627937,1531.0184879361443,1506.547195719411
188,22000100,NOP,IND,1501.5026218581152,1498.7317980377688,1495.6736630725945,1504.5607568232895
189,22000101,GSW,SAC,1512.202814299531,1501.079524278093,1529.3689570561653,1483.9133815214586
190,22000098,HOU,DAL,1500.2735123843759,1497.5032907635398,1485.4922965654218,1512.2845065824938
191,22000097,TOR,BOS,1506.701200395584,1529.9545508534989,1493.7819765960433,1542.8737746530396
192,22000095,ATL,NYK,1500.6079329822694,1502.7506738016905,1492.2471539244718,1511.111452859488
193,22000093,ORL,CLE,1475.707708760938,1478.191758841499,1489.0162098744167,1464.8832577280202
194,22000099,MIL,DET,1519.1747132786427,1521.4768866456864,1527.599673179322,1513.051926745007
195,22100566,LAL,SAC,1503.8499314971905,1489.1850361410939,1510.7037757849234,1482.331191853361
196,22100565,NOP,PHX,1498.005247304446,1491.0167605685854,1483.030838096598,1505.9911697764333
197,22100564,NYK,IND,1509.583589644616,1504.670567617467,1517.7540056748246,1496.5001515872584
198,22100563,TOR,SAS,1496.5864824470325,1508.7923478732175,1512.8104577993422,1492.5683725209078
199,22100562,CLE,MEM,1474.9124432960152,1516.2824261428887,1468.304867515128,1522.8900019237758
200,21500523,DAL,SAC,1510.4633799368703,1487.9983938900207,1513.4121511759881,1485.0496226509028
201,21500522,CHI,MIL,1500.0238363082692,1521.9497548844915,1509.7224542810084,1512.2511369117524
202,21500524,LAL,GSW,1509.2778318386927,1523.276717792124,1489.8867005584912,1542.6678490723255
203,21500521,ATL,NYK,1495.435365443354,1514.5655042561184,1486.7334401987887,1523.2674295006836
204,21600537,TOR,UTA,1510.8578433495068,1531.683094424176,1518.8188732501758,1523.722064523507
205,21600539,NOP,ATL,1488.5231285724485,1491.3000801490916,1480.1789408166896,1499.6442679048505
206,21600536,IND,BKN,1498.6251136904439,1485.1493067915433,1507.4546266371797,1476.3197938448075
207,21600541,DAL,PHX,1511.3091133819912,1505.743377332325,1501.0724630262707,1515.9800276880455
208,21600538,DET,CHA,1511.0389450587552,1491.2288623418813,1514.0223275782234,1488.245479822413
209,21600540,HOU,OKC,1490.3692224240663,1506.1603967895583,1494.5192584375936,1502.010360776031
210,21600543,DEN,SAS,1500.7567118597867,1495.676279390681,1475.4870699225037,1520.945921327964
211,21600542,POR,LAL,1494.235896962231,1493.6650254188685,1502.0426884207982,1485.8582339603013
212,21700570,BOS,MIN,1533.4053309897797,1509.2288531490726,1539.496694562172,1503.1374895766803
213,21700576,POR,ATL,1502.7820163155986,1500.9832009286379,1516.3036603734708,1487.4615568707657
214,21700577,LAL,CHA,1490.6436754702258,1492.4341098668096,1475.3464537551026,1507.7313315819329
215,21700575,MEM,WAS,1518.417501442832,1508.3558877418704,1512.4567231418675,1514.3166660428349
216,21700574,DEN,UTA,1482.8653024418777,1519.0415483926304,1491.3345011438662,1510.5723496906419
217,21700568,MIA,NYK,1524.5138659521083,1518.7005721255127,1529.4740053485814,1513.7404327290396
218,21700571,MIL,TOR,1510.4383526838142,1515.3641549376318,1491.8210090997063,1533.9814985217397
219,21700572,DAL,CHI,1502.0543472697032,1508.5418407107563,1495.5025556934481,1515.0936322870114
220,21700569,PHI,DET,1523.8579102742294,1511.7667456836675,1542.9354553124617,1492.6892006454352
