player_name,player_id,season,season_type,team,poss,mp,raptor_box_offense,raptor_box_defense,raptor_box_total,raptor_onoff_offense,raptor_onoff_defense,raptor_onoff_total,raptor_offense,raptor_defense,raptor_total,war_total,war_reg_season,war_playoffs,predator_offense,predator_defense,predator_total,pace_impact
De'Aaron Fox,foxde01,2023,RS,SAC,1321,605,5.801018636327355,-1.312119651919316,4.488898984408038,.285428107999649,-1.746745085495661,-1.461316977496012,4.918093800492138,-1.462144728785735,3.455949071706403,1.9344215822371,1.9344215822371,0,4.264985166423342,-.5715381030300799,3.693447063393262,.9942585444837755
Markelle Fultz,fultzma01,2023,RS,ORL,38,17,2.565824857953867,-2.657175776167105,-.0913509182132386,3.222119946456838,-15.00722708547067,-11.78510713901383,2.938220234973449,-5.327184794337749,-2.3889645593643,.0031846803359706,.0031846803359706,0,5.198341019110647,-5.104141922804144,.0941990963065038,1.721295023927547
Wenyen Gabriel,gabriwe01,2023,RS,LAL,553,248,.0637292272659544,2.709498972906585,2.77322820017254,-.3110394798677593,1.550093384207014,1.239053904339254,.0198649035149593,2.603838517122334,2.623703420637294,.6804098857712401,.6804098857712401,0,-1.850399501443812,1.943922139053397,.0935226376095846,.0710280565894165
Daniel Gafford,gaffoda01,2023,RS,WAS,586,276,-1.627720201255131,2.858159163946728,1.230438962691597,-9.303422557813184,3.360448322170741,-5.942974235642443,-3.318853248532291,3.116199689350768,-.2026535591815226,.3591840889995881,.3591840889995881,0,-3.132414546857249,1.811611475414968,-1.320803071442281,.1351001845704283
Darius Garland,garlada01,2023,RS,CLE,1164,570,4.871282877522,.9090565201194893,5.780339397641489,1.407959351790258,-1.744545517404459,-.3365861656142011,4.422318092346886,.3546387142691805,4.776956806616067,2.173420730638463,2.173420730638463,0,4.883822865950819,1.019585356608975,5.903408222559794,-.7175079900356394
Usman Garuba,garubus01,2023,RS,HOU,670,305,-.2601593394391167,2.931484559134231,2.671325219695114,-4.078892014252894,4.724817264205885,.6459252499529917,-1.113333782664082,3.577688643633133,2.464354860969052,.8152300368009882,.8152300368009882,0,-.6059465796561179,2.370296631412616,1.764350051756498,.4761924599862509
Luka Garza,garzalu01,2023,RS,MIN,2,1,-1.680816570107507,5.313232633952851,3.632416063845345,-59.82457786188797,3.510693454029373,-56.3138844078586,-14.03920731608632,5.209837362435748,-8.82936995365057,-.0029608647762936,-.0029608647762936,0,-11.19035715507291,-1.218319970118139,-12.40867712519105,-4.593694167562064
Rudy Gay,gayru01,2023,RS,UTA,420,189,-3.887681900406019,1.129789479257857,-2.757892421148162,-1.534288353472281,12.52469969657413,10.99041134310185,-3.690218780275671,3.612671827839357,-.0775469524363137,.2588364311579812,.2588364311579812,0,-1.72821959341699,.7900059693795177,-.9382136240374724,.4466506620190515
Paul George,georgpa01,2023,RS,LAC,1126,549,1.429173767846135,3.732407320736626,5.161581088582761,3.037440554839943,5.368541909973596,8.40598246481354,1.911970890444521,4.263704279549032,6.175675169993553,2.52002754994854,2.52002754994854,0,.7509074042797825,4.408706553366601,5.159613957646384,.8072461993404031
Taj Gibson,gibsota01,2023,RS,WAS,136,67,-.5400784530485384,-.6432843962457735,-1.183362849294312,-3.728026010874938,6.767367375525965,3.039341364651027,-1.198163633274653,.8987113374030246,-.299452295871628,.0830889146761336,.0830889146761336,0,.4134327025435235,.4108362959766789,.8242689985202024,-.8202496470514969
Josh Giddey,giddejo01,2023,RS,OKC,1261,579,-2.683713763875811,-1.535344630444858,-4.219058394320669,-6.339684104036799,-7.229634069644063,-13.56931817368086,-3.5883437350559,-2.812505644928236,-6.400849379984136,-1.093325555503335,-1.093325555503335,0,-3.854042258720846,-2.7305736317702,-6.584615890491046,1.392480867179546
Shai Gilgeous-Alexander,gilgesh01,2023,RS,OKC,1535,716,4.682294379238569,-.5875969230779311,4.094697456160638,5.134521847410029,.4926626580700621,5.62718450548009,5.081929255247094,-.3956104719955949,4.686318783251499,2.734924834058293,2.734924834058293,0,4.769227702176982,.5699774261812102,5.339205128358192,.6858012082284627
Anthony Gill,gillan01,2023,RS,WAS,471,227,-.1251411181123786,-2.063067657127416,-2.188208775239795,2.455436305657041,-7.333702325384972,-4.878266019727931,.4361832254122034,-3.289427045794141,-2.853243820381937,-.0119032036685564,-.0119032036685564,0,.136039681970176,-3.157803883746457,-3.021764201776281,-.4570843411102801
Rudy Gobert,goberru01,2023,RS,MIN,1345,631,-1.010317399664173,3.065993199727469,2.055675800063296,-6.751106025038117,5.830918333770996,-.9201876912671203,-2.264932612708234,3.84306625355234,1.578133640844106,1.38258568380352,1.38258568380352,0,-2.773233843658037,3.318088591111588,.5448547474535514,-.7839851576876931
Jordan Goodwin,goodwjo01,2023,RS,WAS,651,311,.8517800185347976,4.38451018227651,5.236290200811307,-5.245551436980684,2.711003822131748,-2.534547614848937,-.3492737447580501,4.29642353840415,3.9471497936461,1.059380392118227,1.059380392118227,0,-.0948571108520842,3.972513574202534,3.87765646335045,-.3114364954059068
Aaron Gordon,gordoaa01,2023,RS,DEN,1087,516,1.976518643136592,-1.301355967512729,.6751626756238631,9.582406843752008,-1.800044505071136,7.782362338680872,3.639661354623488,-1.462131093549215,2.177530261074273,1.294541072057389,1.294541072057389,0,2.496739710388754,-2.100210348233363,.3965293621553911,-.2102894101482693
Eric Gordon,gordoer01,2023,RS,HOU,1128,533,-1.580837949821599,-4.206150697172716,-5.786988646994315,-.0335374179505326,2.126381741560849,2.092844323610317,-1.343623766631041,-3.160575791712963,-4.504199558344004,-.4769825602694344,-.4769825602694344,0,-1.445680624144958,-4.290049945326924,-5.735730569471881,-.0102870696515004
